key;section;texte;texte_en;texte_en;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000013.targets;DiagBox Gazon;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; 9 souches Pythium Blight*;[EN] Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; 9 souches Pythium Blight*;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Helminthosporiosis complex; 9 strains Pythium Blight*;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000015.name;DiagBox Gazon;Pathogène du gazon – Diagnostic;[EN] Pathogène du gazon - Diagnostic - Lingette;Lawn Pathogen – Diagnosis;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000015.targets;DiagBox Gazon;Idem PF000013 + Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani;[EN] Idem PF000013 + Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani;Same as PF000013 + Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000016.name;DiagBox Gazon;Pyriculariose;[EN] Pyriculariose - Déchets de tonte;Pyriculariosis;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000016.targets;DiagBox Gazon;Pyricularia Oryzae - Pyriculariose;[EN] Pyricularia Oryzae - Pyriculariose;Pyricularia Oryzae - Pyriculariosis;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000018.name;DiagBox Gazon;Pathogènes du gazon – Estival;[EN] Pathogènes du gazon - Estival - Déchets de tonte (#1);Lawn Pathogens – Summer;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000018.targets;DiagBox Gazon;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; 9 souches Pythium Blight*;[EN] Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; 9 souches Pythium Blight*;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Helminthosporiosis complex; 9 strains Pythium Blight*;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000019.name;DiagBox Gazon;Pathogènes du gazon – Hivernal;[EN] Pathogènes du gazon - Hivernal - Déchets de tonte (#2);Lawn Pathogens – Winter;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000019.targets;DiagBox Gazon;Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; Colletotrichum graminicola; Microdochium nivale; 9 souches Pythium Blight*;[EN] Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; Colletotrichum graminicola; Microdochium nivale; 9 souches Pythium Blight*;Clarireedia jacksonii/homoeocarpa; Helminthosporiosis complex; Colletotrichum graminicola; Microdochium nivale; 9 strains Pythium Blight*;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000020.name;DiagBox Gazon;Pathogènes du gazon – Diagnostic;[EN] Pathogènes du gazon - Diagnostic - Déchets de tonte;Lawn Pathogens – Diagnosis;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000020.targets;DiagBox Gazon;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 souches Pythium Blight*;[EN] Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 souches Pythium Blight*;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Helminthosporiosis complex; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 strains Pythium Blight*;;;
diagbox.gazon.kits.PF000033.name;DiagBox Gazon;Pathogènes du gazon – Estival;[EN] Pathogènes du gazon - Estival - Caractérisation;Lawn pathogens – Summer;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000033.targets;DiagBox Gazon;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; 9 souches Pythium Blight*;[EN] Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; 9 souches Pythium Blight*;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Helminthosporiosis complex; 9 strains Pythium Blight*;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000035.name;DiagBox Gazon;Pathogènes du gazon – Diagnostic;[EN] Pathogènes du gazon - Diagnostic - Caractérisation;Lawn pathogens – Diagnosis;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000035.targets;DiagBox Gazon;Idem PF000033 + Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani;[EN] Idem PF000033 + Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani;Same as PF000033 + Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000047.name;DiagBox Gazon;Pathogènes du gazon – Diagnostic;[EN] Pathogènes du gazon - Diagnostic - Substrat;Lawn Pathogens – Diagnosis;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000047.targets;DiagBox Gazon;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 souches Pythium Blight*;[EN] Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 souches Pythium Blight*;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Helminthosporiosis complex; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 strains Pythium Blight*;;;
diagbox.gazon.kits.PF000048.name;DiagBox Gazon;Pathogènes du gazon – Diagnostic;[EN] Pathogènes du gazon - Diagnostic - Racine;Lawn Pathogens – Diagnosis;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000048.targets;DiagBox Gazon;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 souches Pythium Blight*;[EN] Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Complexe helminthosporiose; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 souches Pythium Blight*;Pyricularia oryzae; Athelia rolfsii; Clarireedia jacksonii/homoeocarpa; Helminthosporiosis complex; Colletotrichum graminicola; Microdochium nivale; Leptosphaerulina trifolii; Rhizoctonia solani; 9 strains Pythium Blight*;;;
diagbox.gazon.kits.PF000049.name;DiagBox Gazon;Pathogènes du gazon;[EN] Pathogènes du gazon - Racine + Gazon;Lawn Pathogens;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000049.targets;DiagBox Gazon;Combine les cibles des kits PF000020 (Déchets Tonte - Diagnostic) et PF000048 (Racine - Diagnostic);[EN] Combine les cibles des kits PF000020 (Déchets Tonte - Diagnostic) et PF000048 (Racine - Diagnostic);Combines the targets of kits PF000020 (Grassing Waste - Diagnostic) and PF000048 (Root - Diagnostic);;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000050.name;DiagBox Gazon;Pathogènes du gazon;[EN] Pathogènes du gazon – Etat global ou Accompagnement plaquage;Lawn pathogens;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.kits.PF000050.targets;DiagBox Gazon;Combine les cibles des kits PF000020 (Déchets Tonte - Diagnostic); PF000047 (Substrat - Diagnostic) et PF000048 (Racine - Diagnostic);[EN] Combine les cibles des kits PF000020 (Déchets Tonte - Diagnostic); PF000047 (Substrat - Diagnostic) et PF000048 (Racine - Diagnostic);Combines the targets of kits PF000020 (Clipping Waste - Diagnostic); PF000047 (Substrate - Diagnostic) and PF000048 (Root - Diagnostic);;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.lingette.catchphrase;DiagBox Gazon;Un kit pensé pour celles et ceux qui veulent agir dès les premiers signes.;[EN] Un kit pensé pour celles et ceux qui veulent agir dès les premiers signes.;A kit designed for those who want to act at the first signs.;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.lingette.description;DiagBox Gazon;Les DIAGBOX® Lingette sont des kits de prélèvement simples d'utilisation; conçus pour détecter la présence des pathogènes ciblés. Une seule lingette permet d'obtenir une vue d'ensemble de la zone tondue et de repérer l'apparition précoce des agents pathogènes sur votre pelouse. Vous pouvez ainsi appliquer rapidement les traitements adaptés. Ces DIAGBOX® offrent une solution efficace pour instaurer un suivi régulier.;[EN] Les DIAGBOX® Lingette sont des kits de prélèvement simples d'utilisation; conçus pour détecter la présence des pathogènes ciblés. Une seule lingette permet d'obtenir une vue d'ensemble de la zone tondue et de repérer l'apparition précoce des agents pathogènes sur votre pelouse. Vous pouvez ainsi appliquer rapidement les traitements adaptés. Ces DIAGBOX® offrent une solution efficace pour instaurer un suivi régulier.;DIAGBOX® Wipes are easy-to-use sampling kits designed to detect the presence of targeted pathogens. A single wipe provides an overview of the mowed area and helps identify the early appearance of pathogens on your lawn. This allows you to quickly apply ap;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.lingette.kits.title;DiagBox Gazon;Kits disponibles (Prélèvement Lingette);[EN] Kits disponibles (Prélèvement Lingette);Kits available (Wipe Collection);;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.lingette.why_use.point1;DiagBox Gazon;Identifier votre risque : Détecter la pyriculariose dans votre gazon.;[EN] Identifier votre risque : Détecter la pyriculariose dans votre gazon.;Identify your risk: Detect blast in your lawn.;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.lingette.why_use.point2;DiagBox Gazon;Un prélèvement représentatif et rapide à la fin de votre tonte : Facile d'utilisation (passer la lingette sur les lames en quelques minutes); résultats représentifs de l'ensemble de la zone tondue.;[EN] Un prélèvement représentatif et rapide à la fin de votre tonte : Facile d'utilisation (passer la lingette sur les lames en quelques minutes); résultats représentifs de l'ensemble de la zone tondue.;A representative and rapid sample at the end of your mowing: Easy to use (pass the wipe over the blades in a few minutes); results representative of the entire mown area.;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.lingette.why_use.title;DiagBox Gazon;Pourquoi utiliser la DIAGBOX® Lingette ?;[EN] Pourquoi utiliser la DIAGBOX® Lingette ?;Why use the DIAGBOX® Wipe?;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.link_to_prices;DiagBox Gazon Section;Voir les prix;[EN] Voir les prix;See prices;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.plaquage.catchphrase;DiagBox Gazon;Pour éviter les mauvaises surprises… même quand tout semble parfait.;[EN] Pour éviter les mauvaises surprises… même quand tout semble parfait.;To avoid unpleasant surprises… even when everything seems perfect.;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.plaquage.description;DiagBox Gazon;Les DIAGBOX® Accompagnement Plaquage sont conçus pour analyser les trois composantes clés de votre future pelouse : le substrat de l'ancienne pelouse; les racines et les parties aériennes des rouleaux de gazon avant plaquage. Vous bénéficiez ainsi d'un état sanitaire complet pour sécuriser votre implantation. Rappel : Combine les kits Sol/Substrat (PF000047); Racine (PF000048) et Déchets de tonte (PF000020).;[EN] Les DIAGBOX® Accompagnement Plaquage sont conçus pour analyser les trois composantes clés de votre future pelouse : le substrat de l'ancienne pelouse; les racines et les parties aériennes des rouleaux de gazon avant plaquage. Vous bénéficiez ainsi d'un état sanitaire complet pour sécuriser votre implantation. Rappel : Combine les kits Sol/Substrat (PF000047); Racine (PF000048) et Déchets de tonte (PF000020).;The DIAGBOX® Soiling Support Kits are designed to analyze the three key components of your future lawn: the substrate of the old lawn; the roots; and the aerial parts of the turf rolls before sowing. This gives you a complete health assessment to secure y;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.plaquage.kits.title;DiagBox Gazon;Offre d'accompagnement disponible;[EN] Offre d'accompagnement disponible;Support offer available;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.plaquage.why_use.point1;DiagBox Gazon;Caractériser et quantifier le risque total : Identifier les pathogènes dans substrat; racines ET gazon avant pose.;[EN] Caractériser et quantifier le risque total : Identifier les pathogènes dans substrat; racines ET gazon avant pose.;Characterize and quantify the total risk: Identify pathogens in the substrate; roots AND turf before laying.;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.plaquage.why_use.point2;DiagBox Gazon;Évaluation préventive complète : Mesurer l'impact potentiel avant traitement et ajuster.;[EN] Évaluation préventive complète : Mesurer l'impact potentiel avant traitement et ajuster.;Comprehensive preventive assessment: Measure the potential impact before treatment and adjust.;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.plaquage.why_use.point3;DiagBox Gazon;Analyse du rouleau avant plaquage : Anticiper les risques de détérioration post-pose et sécuriser l'investissement.;[EN] Analyse du rouleau avant plaquage : Anticiper les risques de détérioration post-pose et sécuriser l'investissement.;Analysis of the roll before plating: Anticipate the risks of post-installation deterioration and secure the investment.;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.plaquage.why_use.title;DiagBox Gazon;Pourquoi utiliser la DIAGBOX® Accompagnement Plaquage ?;[EN] Pourquoi utiliser la DIAGBOX® Accompagnement Plaquage ?;Why use DIAGBOX® Plating Support?;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.prices.PF000011;DiagBox Gazon;185;00€;[EN] 185;00€;185;00 €;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.prices.PF000013;DiagBox Gazon;430;00€;[EN] 430;00€;430;00 €;;;;;;;;;;;;;;;;;;;;;;;;
